Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,91.85418701171875,92.7727279663086,91.30306243896484,91.53269958496094,85.7930679321289,317606
2015-01-02,92.40531158447266,103.61151885986328,92.40531158447266,102.38067626953125,95.96080780029297,3557126
2015-01-05,103.61151885986328,108.68187713623047,103.60234069824219,105.45779418945312,98.84498596191406,1650501
2015-01-06,105.63231658935547,107.8368148803711,101.44376373291016,102.77565002441406,96.33101654052734,863580
2015-01-07,103.78604125976562,105.99054718017578,101.26005554199219,104.49332427978516,97.94100189208984,544112
2015-01-08,106.54167175292969,107.4510269165039,104.71377563476562,105.61394500732422,98.9913558959961,377266
2015-01-09,105.9997329711914,123.98477935791016,105.63231658935547,120.75151062011719,113.17969512939453,3329401
2015-01-12,122.12932586669922,127.67732238769531,110.00457763671875,112.9622802734375,105.87890625,5000289
2015-01-13,114.15637969970703,118.14285278320312,112.98065185546875,114.03697204589844,106.8862075805664,1550996
2015-01-14,114.81773376464844,116.4527359008789,113.02658081054688,113.68792724609375,106.55903625488281,433823
2015-01-15,116.28739929199219,117.16919708251953,114.26660919189453,114.97388458251953,107.76437377929688,605323
2015-01-16,115.57093811035156,117.39883422851562,113.18273162841797,115.9383544921875,108.66835021972656,587251
2015-01-19,116.93038177490234,118.28982543945312,114.3768310546875,116.60888671875,109.2968521118164,579412
2015-01-20,117.57335662841797,128.28355407714844,116.8385238647461,125.1329574584961,117.28640747070312,4066379
2015-01-21,125.82186126708984,133.00486755371094,125.38096618652344,128.8438720703125,120.76461791992188,3887955
2015-01-22,129.74403381347656,129.74403381347656,124.03070831298828,127.76917266845703,119.75731658935547,1072803
2015-01-23,127.5999984741211,129.8000030517578,124.0,125.31999969482422,117.46171569824219,842435
2015-01-27,124.19999694824219,125.19999694824219,120.26000213623047,122.06999969482422,114.41548919677734,404215
2015-01-28,123.97000122070312,127.4000015258789,120.4000015258789,125.66999816894531,117.78977966308594,782210
2015-01-29,125.66999816894531,126.80000305175781,124.19999694824219,125.13999938964844,117.29300689697266,207935
2015-01-30,123.04000091552734,126.80000305175781,122.0,123.62000274658203,115.8683090209961,171865
2015-02-02,124.0199966430664,126.77999877929688,124.0,125.13999938964844,117.29300689697266,166260
2015-02-03,126.0,126.70999908447266,123.80000305175781,124.4800033569336,116.67439270019531,186830
